isbn,num_ratings,avg_rating,title,author,primary_genre,coverImg,book_avg_rating
0802131786,13,7.69,tropic of cancer,henry miller,Classics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408753140l/249.jpg,3.68
0930289234,13,8.92,watchmen,alan moore (goodreads author),Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442239711l/472331.jpg,4.36
0767908198,13,7.69,auntie mame: an irreverent escapade,patrick dennis (pseudonym),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388408543l/187060.jpg,4.07
0671001701,12,7.83,legend,jude deveraux,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404588079l/69006.jpg,3.95
0967673747,12,9.25,princess: a true story of life behind the veil in saudi arabia,jean sasson (goodreads author),Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377538002l/613283.jpg,4.02
0345403959,12,8.58,belgarath the sorcerer,david eddings,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333692194l/189802.jpg,4.07
0671568841,12,7.58,all the queen's men,linda howard,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298807616l/420738.jpg,4.1
0671023187,12,7.83,term limits,vince flynn,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311847654l/85392.jpg,4.31
0345367650,12,7.0,polar star,martin cruz smith,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336565433l/778285.jpg,4.01
0590452037,12,7.17,maniac magee,jerry spinelli,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395884800l/139463.jpg,3.88
0440118700,12,7.25,cry for the strangers,john saul,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390091677l/6564.jpg,3.81
0425134350,12,8.42,patriot games,tom clancy,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328007145l/32682.jpg,4.13
0441068804,12,9.25,the blue sword,robin mckinley,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563198223l/407813.jpg,4.19
0140055770,12,7.58,my uncle oswald,roald dahl,Short Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1287479412l/6691.jpg,3.88
0812508645,12,7.58,pastwatch: the redemption of christopher columbus,orson scott card,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431529811l/40293.jpg,3.97
0786889004,12,7.0,dixie city jam,james lee burke,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441426726l/571942.jpg,4.09
0440170842,12,7.25,punish the sinners,john saul,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320426003l/816858.jpg,3.82
044020352X,12,8.08,anguished english: an anthology of accidental assaults upon our language,richard lederer,History,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403183175l/219164.jpg,4.1
0446610771,12,8.25,warchild,karin lowachee (goodreads author),Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344270885l/184786.jpg,4.07
038039586X,12,9.0,watership down,richard adams,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405136931l/76620.jpg,4.06
0553585681,12,7.5,always a thief,kay hooper,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389999382l/213102.jpg,4.07
0553578529,12,7.58,into the wilderness,sara donati (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320395200l/72854.jpg,4.1
0671737635,12,8.08,something wonderful,judith mcnaught,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435634530l/129616.jpg,4.32
0671673661,12,7.67,i'll be seeing you,mary higgins clark,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387709907l/337151.jpg,3.82
067173783X,12,7.58,the lion's lady,julie garwood (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348750925l/107783.jpg,4.17
0671737821,12,8.58,honor's splendour,julie garwood (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313525352l/107774.jpg,4.22
0743436679,12,7.17,the bone vault,linda fairstein (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340228108l/246277.jpg,3.85
0743477154,12,7.67,postmortem,patricia daniels cornwell,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341835831l/6534.jpg,4.02
0553379658,12,8.42,my ishmael,daniel quinn,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388281281l/17022.jpg,4.07
0553287303,12,7.08,second child,john saul,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925084l/6561.jpg,3.91
0451194004,12,7.58,rosemary's baby,ira levin,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878603l/228296.jpg,4.0
0449210820,12,8.08,woman on the edge of time,marge piercy,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480498743l/772888.jpg,3.95
084394952X,12,8.5,dark legend,christine feehan (goodreads author),Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330425833l/252999.jpg,4.35
1558747613,12,7.42,"chicken soup for the teenage soul iii: more stories of life, love and learning (chicken soup for the soul)",jack canfield,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561301467l/124776.jpg,4.01
0553262645,12,7.75,nathaniel,john saul,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388972176l/239906.jpg,3.84
0142002798,12,7.58,"mary, called magdalene",margaret george (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388463918l/360625.jpg,3.88
0553258478,12,8.5,exodus,leon uris,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568189223l/42697.jpg,4.34
0553272616,12,7.25,the unloved,john saul,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389359299l/239912.jpg,3.86
0060002492,12,7.25,amazonia,james rollins (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440044334l/294047.jpg,4.12
0064471969,12,7.25,shade's children,garth nix (goodreads author),Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347024315l/47626.jpg,3.9
0385333846,12,7.58,slaughterhouse-five,kurt vonnegut jr.,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440319389l/4981.jpg,4.08
0451450523,12,8.17,the last unicorn,peter s. beagle (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524764327l/29127.jpg,4.15
0375701966,12,7.17,the moviegoer,walker percy,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437668043l/10739.jpg,3.67
0553280511,12,9.0,the blue castle,l.m. montgomery,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442108651l/95693.jpg,4.26
0152050167,12,9.08,the whale rider,witi ihimaera,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388518650l/133497.jpg,3.84
0811214982,11,7.82,the red notebook: true stories,paul auster,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390681139l/463.jpg,3.78
0553347756,11,7.82,wild mind: living the writer's life,natalie goldberg,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388186159l/357464.jpg,4.13
0345463153,11,7.0,the fourth hand,john irving (goodreads author),Classics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375776688l/4656.jpg,3.31
0385491034,11,7.55,the robber bride,margaret atwood (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388263287l/17650.jpg,3.82
0449005844,11,8.09,the wild child,mary jo putney,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403189011l/226197.jpg,3.92
0140255125,11,7.55,the woman who walked into doors,roddy doyle,Classics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397176636l/52778.jpg,3.84
0446364754,11,7.36,children of the night,dan simmons,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385239549l/11290.jpg,3.71
034541005X,11,9.18,the power of one,bryce courtenay,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388184360l/122.jpg,4.33
0345335406,11,7.0,texas rich,fern michaels (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429415040l/1063078.jpg,4.16
0061013315,11,7.45,the eleventh commandment,jeffrey archer,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924938l/78977.jpg,3.93
0609809431,11,8.09,kick me: adventures in adolescence,paul feig,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349019611l/95532.jpg,3.8
0140092501,11,7.91,chaos: making a new science,james gleick (goodreads author),Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327941595l/64582.jpg,4.02
0393312801,11,8.09,the acid house,irvine welsh,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347788489l/527862.jpg,3.72
0375760393,11,7.91,the botany of desire: a plant's-eye view of the world,michael pollan (goodreads author),History,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403642467l/13839.jpg,4.06
0345321383,11,8.27,bridge of birds,barry hughart,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327940289l/15177.jpg,4.29
0553266578,11,7.18,the unwanted,john saul,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922259l/239918.jpg,3.87
038073186X,11,8.09,shutter island,dennis lehane (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329269081l/21686.jpg,4.08
0874778883,11,7.91,seven years in tibet,heinrich harrer,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388251499l/270032.jpg,4.09
0440214920,11,7.45,drawing blood,poppy z. brite (goodreads author),Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420794434l/47588.jpg,4.03
0380757478,11,7.64,fires of winter,johanna lindsey,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1257220035l/891814.jpg,4.0
0452285011,11,8.45,join me!,danny wallace,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442826071l/203265.jpg,4.03
0688178057,11,7.91,culture jam: how to reverse america's suicidal consumer binge - and why we must,kalle lasn,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441048554l/280773.jpg,3.61
0836211499,11,9.18,beyond the far side,gary larson,Graphic Novels,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347566107l/899856.jpg,4.43
0061092088,11,7.18,dangerous to know,barbara taylor bradford (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410136522l/124110.jpg,3.73
0064403688,11,7.91,jacob have i loved,katherine paterson,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388254908l/337058.jpg,3.67
0440241006,11,8.73,persuader,lee child (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174926770l/455941.jpg,4.1
0440234859,11,7.73,losing julia,jonathan hull (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320414809l/317556.jpg,4.16
0440224047,11,7.64,purple cane road,james lee burke,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314479774l/44766.jpg,4.15
0842345523,11,8.36,more than a carpenter,josh mcdowell,History,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439771268l/313631.jpg,4.23
0349101787,11,7.0,walking on glass,iain banks,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344606991l/567667.jpg,3.71
0380794470,11,7.55,dream a little dream,susan elizabeth phillips (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308818689l/73095.jpg,4.18
0671769200,11,8.27,if you really loved me,ann rule,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985837l/118469.jpg,4.06
0451411137,11,8.45,men in kilts,katie macalister (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388208114l/50786.jpg,3.74
015640057X,11,7.36,"henry and june: from ""a journal of love"": the unexpurgated diary of anaïs nin, 1931-1932",anaïs nin,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436194622l/11038.jpg,3.89
034542705X,11,8.27,the man who listens to horses,monty roberts,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388300266l/8515.jpg,4.13
0670241334,10,8.5,corduroy,don freeman,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347517273l/231850.jpg,4.3
0345411471,10,7.7,eureka,william diehl,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320541464l/657382.jpg,3.7
0345389247,10,8.4,crazy in alabama,mark childress (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320542081l/550821.jpg,3.96
0345384210,10,8.5,the dream cycle of h.p. lovecraft: dreams of terror and death,h.p. lovecraft,Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354069561l/36321.jpg,4.23
0441748600,10,8.3,to sail beyond the sunset,robert a. heinlein,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440996170l/354.jpg,3.87
038549744X,10,8.3,english passengers,matthew kneale,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403179338l/14257.jpg,4.07
067102731X,10,8.5,every dead thing,john connolly (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393929687l/175242.jpg,3.98
0671047345,10,8.4,separation of power,vince flynn,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314830847l/937249.jpg,4.3
0060919884,10,8.4,the writing life,annie dillard,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418306701l/12530.jpg,4.02
0061020613,10,7.6,witches abroad,terry pratchett,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403326937l/2442.jpg,4.21
0440241812,10,7.5,shopaholic takes manhattan,sophie kinsella (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266449959l/9418.jpg,3.77
0440219760,10,7.3,the transall saga,gary paulsen,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334766094l/121807.jpg,4.21
1573226882,10,7.6,fever pitch,nick hornby,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426114203l/4264.jpg,3.75
0064400204,10,7.7,sounder,william h. armstrong,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588161155l/598117.jpg,3.97
1576739759,10,7.4,secrets of the vine: breaking through to abundance,bruce h. wilkinson,Religion & Spirituality,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335813686l/974122.jpg,4.17
